Date,Market,Arrival(q),Price Minimum (Rs/q),Price Maximum (Rs/q),Modal Price (Rs/q)
29/Jan/2017,RAHURI(MS),2947,250,700,500
31/Jan/2017,RAHURI(MS),5584,250,700,500
05/Feb/2017,RAHURI(MS),4262,250,675,500
07/Feb/2017,RAHURI(MS),6881,250,700,500
10/Feb/2017,RAHURI(MS),9867,250,700,500
12/Feb/2017,RAHURI(MS),4094,300,800,500
17/Feb/2017,RAHURI(MS),8240,300,750,500
19/Feb/2017,RAHURI(MS),6162,200,785,500
24/Feb/2017,RAHURI(MS),9490,300,850,575
26/Feb/2017,RAHURI(MS),6818,200,775,500
28/Feb/2017,RAHURI(MS),10130,300,800,500
03/Mar/2017,RAHURI(MS),12092,300,700,500
05/Mar/2017,RAHURI(MS),6055,300,700,500
07/Mar/2017,RAHURI(MS),12021,200,700,500
10/Mar/2017,RAHURI(MS),16668,200,700,500
14/Mar/2017,RAHURI(MS),11278,200,675,500
17/Mar/2017,RAHURI(MS),13335,200,700,550
19/Mar/2017,RAHURI(MS),6133,200,675,500
21/Mar/2017,RAHURI(MS),14273,200,675,500
24/Mar/2017,RAHURI(MS),17362,200,695,525
26/Mar/2017,RAHURI(MS),9973,100,685,500
28/Mar/2017,RAHURI(MS),12102,200,695,500
07/Apr/2017,RAHURI(MS),22665,200,650,500
09/Apr/2017,RAHURI(MS),10801,200,650,500
11/Apr/2017,RAHURI(MS),16042,200,665,525
14/Apr/2017,RAHURI(MS),17319,200,650,500
16/Apr/2017,RAHURI(MS),8559,200,650,500
23/Apr/2017,RAHURI(MS),9848,200,635,480
28/Apr/2017,RAHURI(MS),21826,100,555,450
02/Jan/2017,RAICHUR(KNT),830,421,941,835
03/Jan/2017,RAICHUR(KNT),810,350,986,785
04/Jan/2017,RAICHUR(KNT),680,441,955,811
05/Jan/2017,RAICHUR(KNT),600,400,895,721
06/Jan/2017,RAICHUR(KNT),700,350,801,550
07/Jan/2017,RAICHUR(KNT),450,300,766,500
09/Jan/2017,RAICHUR(KNT),410,365,820,655
10/Jan/2017,RAICHUR(KNT),720,395,890,665
11/Jan/2017,RAICHUR(KNT),620,381,801,720
12/Jan/2017,RAICHUR(KNT),800,405,801,640
13/Jan/2017,RAICHUR(KNT),230,301,750,550
16/Jan/2017,RAICHUR(KNT),170,355,796,570
18/Jan/2017,RAICHUR(KNT),220,360,810,600
19/Jan/2017,RAICHUR(KNT),140,450,786,691
24/Jan/2017,RAICHUR(KNT),180,390,776,600
25/Jan/2017,RAICHUR(KNT),130,330,810,556
28/Jan/2017,RAICHUR(KNT),410,390,800,746
30/Jan/2017,RAICHUR(KNT),230,460,791,706
31/Jan/2017,RAICHUR(KNT),130,420,740,700
01/Feb/2017,RAICHUR(KNT),290,460,740,648
02/Feb/2017,RAICHUR(KNT),220,350,768,635
03/Feb/2017,RAICHUR(KNT),100,385,786,736
04/Feb/2017,RAICHUR(KNT),110,300,735,660
06/Feb/2017,RAICHUR(KNT),160,350,766,721
07/Feb/2017,RAICHUR(KNT),30,720,720,720
08/Feb/2017,RAICHUR(KNT),60,305,739,587
09/Feb/2017,RAICHUR(KNT),130,470,725,625
10/Feb/2017,RAICHUR(KNT),150,410,705,600
11/Feb/2017,RAICHUR(KNT),40,530,670,670
13/Feb/2017,RAICHUR(KNT),20,380,570,570
17/Feb/2017,RAICHUR(KNT),90,535,700,535
21/Feb/2017,RAICHUR(KNT),60,320,565,456
27/Feb/2017,RAICHUR(KNT),140,381,721,581
28/Feb/2017,RAICHUR(KNT),100,391,765,765
03/Mar/2017,RAICHUR(KNT),40,560,840,560
06/Mar/2017,RAICHUR(KNT),40,265,565,565
08/Mar/2017,RAICHUR(KNT),20,470,641,641
09/Mar/2017,RAICHUR(KNT),70,400,601,590
10/Mar/2017,RAICHUR(KNT),20,545,545,545
11/Mar/2017,RAICHUR(KNT),40,350,555,460
14/Mar/2017,RAICHUR(KNT),40,710,710,710
15/Mar/2017,RAICHUR(KNT),150,370,701,660
16/Mar/2017,RAICHUR(KNT),70,295,697,697
17/Mar/2017,RAICHUR(KNT),40,280,700,700
18/Mar/2017,RAICHUR(KNT),60,478,690,645
20/Mar/2017,RAICHUR(KNT),70,640,740,740
24/Mar/2017,RAICHUR(KNT),160,425,660,640
06/Apr/2017,RAICHUR(KNT),110,485,636,616
12/Apr/2017,RAICHUR(KNT),70,580,667,640
13/Apr/2017,RAICHUR(KNT),190,536,660,590
15/Apr/2017,RAICHUR(KNT),80,496,570,570
17/Apr/2017,RAICHUR(KNT),60,565,565,565
18/Apr/2017,RAICHUR(KNT),20,740,740,740
24/Apr/2017,RAICHUR(KNT),50,541,671,671
25/Apr/2017,RAICHUR(KNT),40,550,550,550
28/Apr/2017,RAICHUR(KNT),40,500,500,500
02/Jan/2017,RAIGARH (CHATT),250,900,1100,1000
09/Jan/2017,RAIPUR(CHGARH),570,800,960,900
10/Jan/2017,RAIPUR(CHGARH),530,800,1000,900
11/Jan/2017,RAIPUR(CHGARH),530,800,1000,900
12/Jan/2017,RAIPUR(CHGARH),600,800,1000,950
13/Jan/2017,RAIPUR(CHGARH),640,700,900,800
14/Jan/2017,RAIPUR(CHGARH),580,700,900,840
16/Jan/2017,RAIPUR(CHGARH),610,700,900,845
17/Jan/2017,RAIPUR(CHGARH),630,200,400,300
18/Jan/2017,RAIPUR(CHGARH),530,700,950,900
19/Jan/2017,RAIPUR(CHGARH),610,700,900,800
20/Jan/2017,RAIPUR(CHGARH),580,700,900,840
21/Jan/2017,RAIPUR(CHGARH),550,700,900,850
23/Jan/2017,RAIPUR(CHGARH),610,700,850,800
24/Jan/2017,RAIPUR(CHGARH),580,700,850,820
25/Jan/2017,RAIPUR(CHGARH),550,700,850,825
27/Jan/2017,RAIPUR(CHGARH),520,700,860,830
28/Jan/2017,RAIPUR(CHGARH),540,700,860,820
30/Jan/2017,RAIPUR(CHGARH),490,700,850,810
31/Jan/2017,RAIPUR(CHGARH),450,700,860,820
01/Feb/2017,RAIPUR(CHGARH),530,700,850,800
02/Feb/2017,RAIPUR(CHGARH),560,700,850,820
03/Feb/2017,RAIPUR(CHGARH),590,700,850,825
04/Feb/2017,RAIPUR(CHGARH),620,700,800,740
06/Feb/2017,RAIPUR(CHGARH),570,700,800,745
07/Feb/2017,RAIPUR(CHGARH),610,700,800,750
08/Feb/2017,RAIPUR(CHGARH),630,600,800,700
09/Feb/2017,RAIPUR(CHGARH),590,600,800,740
10/Feb/2017,RAIPUR(CHGARH),560,600,800,745
11/Feb/2017,RAIPUR(CHGARH),580,600,800,740
13/Feb/2017,RAIPUR(CHGARH),630,700,800,750
14/Feb/2017,RAIPUR(CHGARH),650,600,800,700
15/Feb/2017,RAIPUR(CHGARH),680,650,800,700
16/Feb/2017,RAIPUR(CHGARH),640,700,800,740
17/Feb/2017,RAIPUR(CHGARH),600,700,800,750
18/Feb/2017,RAIPUR(CHGARH),630,700,850,800
20/Feb/2017,RAIPUR(CHGARH),660,700,800,740
21/Feb/2017,RAIPUR(CHGARH),620,700,800,745
22/Feb/2017,RAIPUR(CHGARH),650,700,800,750
23/Feb/2017,RAIPUR(CHGARH),590,700,800,760
25/Feb/2017,RAIPUR(CHGARH),630,650,800,700
27/Feb/2017,RAIPUR(CHGARH),590,650,800,750
28/Feb/2017,RAIPUR(CHGARH),620,700,800,750
01/Mar/2017,RAIPUR(CHGARH),580,700,800,760
02/Mar/2017,RAIPUR(CHGARH),550,700,850,800
03/Mar/2017,RAIPUR(CHGARH),620,700,800,740
04/Mar/2017,RAIPUR(CHGARH),580,700,800,750
06/Mar/2017,RAIPUR(CHGARH),550,700,850,800
07/Mar/2017,RAIPUR(CHGARH),610,700,800,740
09/Mar/2017,RAIPUR(CHGARH),590,700,850,800
10/Mar/2017,RAIPUR(CHGARH),640,700,800,740
11/Mar/2017,RAIPUR(CHGARH),610,700,800,750
14/Mar/2017,RAIPUR(CHGARH),550,700,850,800
15/Mar/2017,RAIPUR(CHGARH),620,700,800,740
16/Mar/2017,RAIPUR(CHGARH),590,700,800,750
17/Mar/2017,RAIPUR(CHGARH),540,700,850,800
18/Mar/2017,RAIPUR(CHGARH),530,700,900,800
20/Mar/2017,RAIPUR(CHGARH),560,700,900,840
21/Mar/2017,RAIPUR(CHGARH),600,700,900,850
22/Mar/2017,RAIPUR(CHGARH),550,750,900,850
23/Mar/2017,RAIPUR(CHGARH),510,750,900,860
24/Mar/2017,RAIPUR(CHGARH),600,700,875,800
25/Mar/2017,RAIPUR(CHGARH),630,700,900,800
27/Mar/2017,RAIPUR(CHGARH),650,700,850,800
28/Mar/2017,RAIPUR(CHGARH),680,700,800,745
29/Mar/2017,RAIPUR(CHGARH),6400,700,800,750
30/Mar/2017,RAIPUR(CHGARH),610,700,800,755
31/Mar/2017,RAIPUR(CHGARH),650,700,800,760
01/Apr/2017,RAIPUR(CHGARH),600,700,850,800
05/Apr/2017,RAIPUR(CHGARH),580,750,850,800
06/Apr/2017,RAIPUR(CHGARH),620,750,850,820
07/Apr/2017,RAIPUR(CHGARH),670,700,800,740
08/Apr/2017,RAIPUR(CHGARH),630,700,800,750
10/Apr/2017,RAIPUR(CHGARH),6500,700,800,755
11/Apr/2017,RAIPUR(CHGARH),590,700,850,800
12/Apr/2017,RAIPUR(CHGARH),560,700,850,820
13/Apr/2017,RAIPUR(CHGARH),530,700,850,825
15/Apr/2017,RAIPUR(CHGARH),580,700,875,840
17/Apr/2017,RAIPUR(CHGARH),530,700,875,825
18/Apr/2017,RAIPUR(CHGARH),600,700,850,800
19/Apr/2017,RAIPUR(CHGARH),640,700,850,820
20/Apr/2017,RAIPUR(CHGARH),590,750,850,820
21/Apr/2017,RAIPUR(CHGARH),540,750,850,825
22/Apr/2017,RAIPUR(CHGARH),570,700,800,740
24/Apr/2017,RAIPUR(CHGARH),630,650,800,740
25/Apr/2017,RAIPUR(CHGARH),670,650,800,750
26/Apr/2017,RAIPUR(CHGARH),600,600,800,700
27/Apr/2017,RAIPUR(CHGARH),550,600,800,740
28/Apr/2017,RAIPUR(CHGARH),510,600,800,750
29/Apr/2017,RAIPUR(CHGARH),560,600,800,755
02/Jan/2017,RAJKOT(GUJ),1500,150,750,550
03/Jan/2017,RAJKOT(GUJ),1600,200,775,600
04/Jan/2017,RAJKOT(GUJ),1400,150,800,550
05/Jan/2017,RAJKOT(GUJ),2000,175,750,500
06/Jan/2017,RAJKOT(GUJ),2500,150,700,550
07/Jan/2017,RAJKOT(GUJ),4000,175,750,425
09/Jan/2017,RAJKOT(GUJ),4500,150,700,400
10/Jan/2017,RAJKOT(GUJ),2500,175,750,550
12/Jan/2017,RAJKOT(GUJ),2000,200,725,550
13/Jan/2017,RAJKOT(GUJ),2200,225,750,600
16/Jan/2017,RAJKOT(GUJ),1500,200,800,500
17/Jan/2017,RAJKOT(GUJ),751,300,475,400
18/Jan/2017,RAJKOT(GUJ),1400,200,775,550
23/Jan/2017,RAJKOT(GUJ),3500,200,800,600
24/Jan/2017,RAJKOT(GUJ),3000,150,750,600
28/Jan/2017,RAJKOT(GUJ),4500,175,750,600
01/Feb/2017,RAJKOT(GUJ),1200,150,625,500
02/Feb/2017,RAJKOT(GUJ),1100,125,650,500
03/Feb/2017,RAJKOT(GUJ),1200,175,750,600
04/Feb/2017,RAJKOT(GUJ),1300,150,700,550
05/Feb/2017,RAJKOT(GUJ),1500,175,800,550
08/Feb/2017,RAJKOT(GUJ),1000,200,750,550
09/Feb/2017,RAJKOT(GUJ),1500,150,700,600
10/Feb/2017,RAJKOT(GUJ),1400,175,650,500
11/Feb/2017,RAJKOT(GUJ),110,200,675,425
13/Feb/2017,RAJKOT(GUJ),1000,250,700,425
14/Feb/2017,RAJKOT(GUJ),1001,250,725,600
16/Feb/2017,RAJKOT(GUJ),1000,150,650,425
18/Feb/2017,RAJKOT(GUJ),1200,155,625,500
20/Feb/2017,RAJKOT(GUJ),2000,175,600,500
21/Feb/2017,RAJKOT(GUJ),1000,150,625,500
22/Feb/2017,RAJKOT(GUJ),1200,175,650,450
27/Feb/2017,RAJKOT(GUJ),2000,175,650,425
28/Feb/2017,RAJKOT(GUJ),1500,200,600,500
01/Mar/2017,RAJKOT(GUJ),1400,100,625,500
02/Mar/2017,RAJKOT(GUJ),1200,175,575,375
03/Mar/2017,RAJKOT(GUJ),1000,150,600,500
04/Mar/2017,RAJKOT(GUJ),1800,175,575,425
07/Mar/2017,RAJKOT(GUJ),1800,150,650,550
08/Mar/2017,RAJKOT(GUJ),1500,200,600,500
09/Mar/2017,RAJKOT(GUJ),1800,175,650,425
10/Mar/2017,RAJKOT(GUJ),1800,200,675,500
14/Mar/2017,RAJKOT(GUJ),1100,150,575,425
15/Mar/2017,RAJKOT(GUJ),1200,200,625,425
16/Mar/2017,RAJKOT(GUJ),1100,175,650,500
17/Mar/2017,RAJKOT(GUJ),850,200,675,600
18/Mar/2017,RAJKOT(GUJ),1200,200,700,500
21/Mar/2017,RAJKOT(GUJ),1000,150,600,400
24/Mar/2017,RAJKOT(GUJ),1000,200,650,425
27/Mar/2017,RAJKOT(GUJ),1500,200,750,500
29/Mar/2017,RAJKOT(GUJ),1420,200,700,600
30/Mar/2017,RAJKOT(GUJ),1000,175,675,500
04/Apr/2017,RAJKOT(GUJ),800,150,700,600
06/Apr/2017,RAJKOT(GUJ),1100,175,725,550
07/Apr/2017,RAJKOT(GUJ),700,200,650,550
08/Apr/2017,RAJKOT(GUJ),1000,175,725,550
10/Apr/2017,RAJKOT(GUJ),1100,200,700,500
11/Apr/2017,RAJKOT(GUJ),1000,175,650,550
12/Apr/2017,RAJKOT(GUJ),1200,200,750,500
13/Apr/2017,RAJKOT(GUJ),1500,175,725,550
14/Apr/2017,RAJKOT(GUJ),1100,200,750,550
15/Apr/2017,RAJKOT(GUJ),1500,175,675,500
17/Apr/2017,RAJKOT(GUJ),2200,150,650,550
18/Apr/2017,RAJKOT(GUJ),1500,200,625,425
19/Apr/2017,RAJKOT(GUJ),1300,225,675,475
20/Apr/2017,RAJKOT(GUJ),1400,200,650,400
21/Apr/2017,RAJKOT(GUJ),1500,150,675,425
22/Apr/2017,RAJKOT(GUJ),2400,175,650,500
24/Apr/2017,RAJKOT(GUJ),2000,150,625,425
25/Apr/2017,RAJKOT(GUJ),1200,175,650,500
27/Apr/2017,RAJKOT(GUJ),1500,150,625,425
28/Apr/2017,RAJKOT(GUJ),1400,200,600,400
29/Apr/2017,RAJKOT(GUJ),1200,150,550,325
06/Mar/2017,SAGAR(MP),1239,700,900,800
20/Mar/2017,SAGAR(MP),336,600,700,650
02/Jan/2017,SAHARANPUR(UP),430,825,825,825
03/Jan/2017,SAHARANPUR(UP),400,820,820,820
04/Jan/2017,SAHARANPUR(UP),390,825,825,825
06/Jan/2017,SAHARANPUR(UP),450,800,800,800
07/Jan/2017,SAHARANPUR(UP),500,800,800,800
09/Jan/2017,SAHARANPUR(UP),360,790,790,790
10/Jan/2017,SAHARANPUR(UP),340,795,795,795
11/Jan/2017,SAHARANPUR(UP),325,800,800,800
12/Jan/2017,SAHARANPUR(UP),320,795,795,795
13/Jan/2017,SAHARANPUR(UP),325,790,790,790
16/Jan/2017,SAHARANPUR(UP),400,800,800,800
17/Jan/2017,SAHARANPUR(UP),350,525,525,525
18/Jan/2017,SAHARANPUR(UP),385,810,810,810
19/Jan/2017,SAHARANPUR(UP),370,820,820,820
21/Jan/2017,SAHARANPUR(UP),370,815,815,815
23/Jan/2017,SAHARANPUR(UP),450,820,820,820
25/Jan/2017,SAHARANPUR(UP),410,825,825,825
27/Jan/2017,SAHARANPUR(UP),380,835,835,835
28/Jan/2017,SAHARANPUR(UP),320,860,860,860
30/Jan/2017,SAHARANPUR(UP),390,860,860,860
01/Feb/2017,SAHARANPUR(UP),410,860,860,860
02/Feb/2017,SAHARANPUR(UP),400,865,865,865
03/Feb/2017,SAHARANPUR(UP),370,870,870,870
04/Feb/2017,SAHARANPUR(UP),380,870,870,870
06/Feb/2017,SAHARANPUR(UP),450,875,875,875
08/Feb/2017,SAHARANPUR(UP),460,870,870,870
10/Feb/2017,SAHARANPUR(UP),390,880,880,880
13/Feb/2017,SAHARANPUR(UP),340,865,865,865
14/Feb/2017,SAHARANPUR(UP),400,865,865,865
16/Feb/2017,SAHARANPUR(UP),380,855,855,855
17/Feb/2017,SAHARANPUR(UP),375,850,850,850
18/Feb/2017,SAHARANPUR(UP),400,860,860,860
20/Feb/2017,SAHARANPUR(UP),380,850,850,850
21/Feb/2017,SAHARANPUR(UP),350,845,845,845
22/Feb/2017,SAHARANPUR(UP),340,850,850,850
23/Feb/2017,SAHARANPUR(UP),330,845,845,845
25/Feb/2017,SAHARANPUR(UP),390,840,840,840
27/Feb/2017,SAHARANPUR(UP),390,800,800,800
01/Mar/2017,SAHARANPUR(UP),410,800,800,800
02/Mar/2017,SAHARANPUR(UP),350,810,810,810
03/Mar/2017,SAHARANPUR(UP),360,800,800,800
04/Mar/2017,SAHARANPUR(UP),400,800,800,800
06/Mar/2017,SAHARANPUR(UP),380,810,810,810
07/Mar/2017,SAHARANPUR(UP),360,780,780,780
08/Mar/2017,SAHARANPUR(UP),350,785,785,785
09/Mar/2017,SAHARANPUR(UP),340,780,780,780
10/Mar/2017,SAHARANPUR(UP),400,785,785,785
14/Mar/2017,SAHARANPUR(UP),460,770,770,770
16/Mar/2017,SAHARANPUR(UP),390,790,790,790
17/Mar/2017,SAHARANPUR(UP),370,800,800,800
18/Mar/2017,SAHARANPUR(UP),400,800,800,800
20/Mar/2017,SAHARANPUR(UP),300,780,780,780
21/Mar/2017,SAHARANPUR(UP),310,790,790,790
23/Mar/2017,SAHARANPUR(UP),280,795,795,795
24/Mar/2017,SAHARANPUR(UP),270,790,790,790
25/Mar/2017,SAHARANPUR(UP),130,2200,2200,2200
27/Mar/2017,SAHARANPUR(UP),280,790,790,790
28/Mar/2017,SAHARANPUR(UP),285,795,795,795
30/Mar/2017,SAHARANPUR(UP),400,795,795,795
01/Apr/2017,SAHARANPUR(UP),380,790,790,790
06/Apr/2017,SAHARANPUR(UP),300,910,910,910
07/Apr/2017,SAHARANPUR(UP),280,915,915,915
12/Apr/2017,SAHARANPUR(UP),330,920,920,920
13/Apr/2017,SAHARANPUR(UP),300,910,910,910
15/Apr/2017,SAHARANPUR(UP),310,900,900,900
18/Apr/2017,SAHARANPUR(UP),300,885,885,885
19/Apr/2017,SAHARANPUR(UP),310,895,895,895
20/Apr/2017,SAHARANPUR(UP),320,890,890,890
21/Apr/2017,SAHARANPUR(UP),350,895,895,895
22/Apr/2017,SAHARANPUR(UP),340,895,895,895
24/Apr/2017,SAHARANPUR(UP),260,885,885,885
25/Apr/2017,SAHARANPUR(UP),310,880,880,880
26/Apr/2017,SAHARANPUR(UP),285,870,870,870
27/Apr/2017,SAHARANPUR(UP),270,875,875,875
28/Apr/2017,SAHARANPUR(UP),260,880,880,880
29/Apr/2017,SAHARANPUR(UP),250,885,885,885
02/Jan/2017,SAIKHEDA(MS),6650,150,732,640
04/Jan/2017,SAIKHEDA(MS),8341,150,764,690
10/Jan/2017,SAIKHEDA(MS),9120,150,670,525
11/Jan/2017,SAIKHEDA(MS),7600,200,598,530
13/Jan/2017,SAIKHEDA(MS),7849,300,606,560
16/Jan/2017,SAIKHEDA(MS),8776,150,595,550
18/Jan/2017,SAIKHEDA(MS),6460,150,625,540
20/Jan/2017,SAIKHEDA(MS),9050,150,581,510
21/Jan/2017,SAIKHEDA(MS),9602,200,594,530
24/Jan/2017,SAIKHEDA(MS),10320,150,580,525
25/Jan/2017,SAIKHEDA(MS),12045,150,601,510
28/Jan/2017,SAIKHEDA(MS),14713,150,572,475
31/Jan/2017,SAIKHEDA(MS),12285,200,549,430
01/Feb/2017,SAIKHEDA(MS),11960,150,551,450
03/Feb/2017,SAIKHEDA(MS),8430,150,505,425
04/Feb/2017,SAIKHEDA(MS),12320,150,515,410
07/Feb/2017,SAIKHEDA(MS),14580,300,590,430
08/Feb/2017,SAIKHEDA(MS),14537,151,551,440
10/Feb/2017,SAIKHEDA(MS),12973,200,499,400
11/Feb/2017,SAIKHEDA(MS),9508,150,509,450
13/Feb/2017,SAIKHEDA(MS),11940,150,500,410
14/Feb/2017,SAIKHEDA(MS),11130,280,500,425
15/Feb/2017,SAIKHEDA(MS),10667,200,502,420
17/Feb/2017,SAIKHEDA(MS),13210,200,600,440
18/Feb/2017,SAIKHEDA(MS),12050,200,504,425
20/Feb/2017,SAIKHEDA(MS),11840,125,545,450
22/Feb/2017,SAIKHEDA(MS),11575,150,523,440
25/Feb/2017,SAIKHEDA(MS),14449,200,571,525
27/Feb/2017,SAIKHEDA(MS),16500,234,568,500
28/Feb/2017,SAIKHEDA(MS),13952,200,600,525
01/Mar/2017,SAIKHEDA(MS),13600,280,561,500
03/Mar/2017,SAIKHEDA(MS),15083,150,536,450
04/Mar/2017,SAIKHEDA(MS),10260,180,568,450
06/Mar/2017,SAIKHEDA(MS),12140,300,611,480
07/Mar/2017,SAIKHEDA(MS),10837,201,554,500
08/Mar/2017,SAIKHEDA(MS),10610,200,533,450
10/Mar/2017,SAIKHEDA(MS),11057,300,536,450
11/Mar/2017,SAIKHEDA(MS),8529,201,621,475
14/Mar/2017,SAIKHEDA(MS),6220,200,511,450
15/Mar/2017,SAIKHEDA(MS),6562,300,621,570
18/Mar/2017,SAIKHEDA(MS),8220,300,688,585
20/Mar/2017,SAIKHEDA(MS),10900,300,651,570
21/Mar/2017,SAIKHEDA(MS),10260,300,628,570
22/Mar/2017,SAIKHEDA(MS),10780,250,630,570
24/Mar/2017,SAIKHEDA(MS),12480,300,643,575
25/Mar/2017,SAIKHEDA(MS),15360,300,626,510
10/Apr/2017,SAIKHEDA(MS),12861,200,610,520
11/Apr/2017,SAIKHEDA(MS),12540,200,621,500
12/Apr/2017,SAIKHEDA(MS),15829,200,625,500
15/Apr/2017,SAIKHEDA(MS),19600,200,605,500
17/Apr/2017,SAIKHEDA(MS),10380,175,600,475
18/Apr/2017,SAIKHEDA(MS),12860,175,561,460
19/Apr/2017,SAIKHEDA(MS),11600,150,525,425
24/Apr/2017,SAIKHEDA(MS),14089,151,521,400
25/Apr/2017,SAIKHEDA(MS),12510,125,501,360
28/Apr/2017,SAIKHEDA(MS),7780,100,525,360
19/Apr/2017,SAKRI(MS),4173,150,580,450
20/Apr/2017,SAKRI(MS),3000,100,570,350
22/Apr/2017,SAKRI(MS),4700,250,545,350
25/Apr/2017,SAKRI(MS),2900,150,455,300
26/Apr/2017,SAKRI(MS),4186,120,425,320
27/Apr/2017,SAKRI(MS),1850,150,430,250
02/Jan/2017,SANGALI(MS),3012,200,1255,700
03/Jan/2017,SANGALI(MS),1748,200,1400,600
04/Jan/2017,SANGALI(MS),4024,200,1050,700
06/Jan/2017,SANGALI(MS),2581,200,1125,600
13/Jan/2017,SANGALI(MS),1337,200,950,550
18/Jan/2017,SANGALI(MS),3045,200,1050,600
08/Feb/2017,SANGALI(MS),3596,200,870,600
10/Jan/2017,SANGAMNER(MS),14905,300,900,610
19/Jan/2017,SANGAMNER(MS),11083,300,851,581
24/Jan/2017,SANGAMNER(MS),7275,300,851,576
29/Jan/2017,SANGAMNER(MS),10727,0,0,0
31/Jan/2017,SANGAMNER(MS),9406,300,861,581
02/Feb/2017,SANGAMNER(MS),9057,300,801,559
05/Feb/2017,SANGAMNER(MS),11518,300,751,531
07/Feb/2017,SANGAMNER(MS),10485,300,800,555
09/Feb/2017,SANGAMNER(MS),11796,300,801,555
19/Feb/2017,SANGAMNER(MS),14448,300,851,580
21/Feb/2017,SANGAMNER(MS),14920,300,875,591
26/Feb/2017,SANGAMNER(MS),19917,300,951,631
28/Feb/2017,SANGAMNER(MS),19047,300,851,601
02/Mar/2017,SANGAMNER(MS),18497,300,851,581
09/Mar/2017,SANGAMNER(MS),21378,300,761,541
12/Mar/2017,SANGAMNER(MS),111552,300,751,527
14/Mar/2017,SANGAMNER(MS),19030,300,751,528
16/Mar/2017,SANGAMNER(MS),18127,300,751,531
19/Mar/2017,SANGAMNER(MS),19447,300,711,506
21/Mar/2017,SANGAMNER(MS),19157,300,711,510
23/Mar/2017,SANGAMNER(MS),18734,300,711,510
26/Mar/2017,SANGAMNER(MS),20422,300,751,527
30/Mar/2017,SANGAMNER(MS),3448,300,671,476
02/Apr/2017,SANGAMNER(MS),5871,300,701,501
04/Apr/2017,SANGAMNER(MS),16316,300,751,527
06/Apr/2017,SANGAMNER(MS),23062,300,751,527
09/Apr/2017,SANGAMNER(MS),25115,300,700,500
11/Apr/2017,SANGAMNER(MS),20272,300,701,501
13/Apr/2017,SANGAMNER(MS),22084,300,675,488
16/Apr/2017,SANGAMNER(MS),22434,300,651,475
18/Apr/2017,SANGAMNER(MS),19426,300,651,476
20/Apr/2017,SANGAMNER(MS),16394,300,651,476
23/Apr/2017,SANGAMNER(MS),20465,300,621,461
25/Apr/2017,SANGAMNER(MS),20093,300,651,476
27/Apr/2017,SANGAMNER(MS),11058,300,601,451
02/Jan/2017,SATANA(MS),9835,350,829,700
03/Jan/2017,SATANA(MS),210,150,551,300
04/Jan/2017,SATANA(MS),9935,400,835,700
05/Jan/2017,SATANA(MS),11090,350,800,670
06/Jan/2017,SATANA(MS),9865,400,805,670
10/Jan/2017,SATANA(MS),11335,300,800,575
11/Jan/2017,SATANA(MS),10065,300,752,575
12/Jan/2017,SATANA(MS),10465,400,727,570
13/Jan/2017,SATANA(MS),10340,100,800,500
16/Jan/2017,SATANA(MS),10900,300,675,550
18/Jan/2017,SATANA(MS),8940,300,736,575
19/Jan/2017,SATANA(MS),9940,300,692,550
20/Jan/2017,SATANA(MS),9435,300,665,550
23/Jan/2017,SATANA(MS),9640,300,671,550
24/Jan/2017,SATANA(MS),10140,300,676,575
25/Jan/2017,SATANA(MS),10660,350,666,550
30/Jan/2017,SATANA(MS),10640,300,691,550
01/Feb/2017,SATANA(MS),11460,300,656,550
02/Feb/2017,SATANA(MS),9840,300,615,525
06/Feb/2017,SATANA(MS),11440,250,608,500
07/Feb/2017,SATANA(MS),12160,250,608,515
08/Feb/2017,SATANA(MS),11575,250,580,475
09/Feb/2017,SATANA(MS),11540,250,600,480
10/Feb/2017,SATANA(MS),11320,250,575,450
13/Feb/2017,SATANA(MS),11615,250,636,550
14/Feb/2017,SATANA(MS),15240,250,657,500
15/Feb/2017,SATANA(MS),14435,250,601,480
16/Feb/2017,SATANA(MS),13385,250,640,475
17/Feb/2017,SATANA(MS),15065,250,611,475
20/Feb/2017,SATANA(MS),13290,250,600,475
22/Feb/2017,SATANA(MS),13375,250,631,480
23/Feb/2017,SATANA(MS),14145,250,675,500
28/Feb/2017,SATANA(MS),13480,250,704,525
01/Mar/2017,SATANA(MS),13365,300,717,550
02/Mar/2017,SATANA(MS),10135,250,600,450
06/Mar/2017,SATANA(MS),12365,250,620,475
08/Mar/2017,SATANA(MS),12680,250,621,475
09/Mar/2017,SATANA(MS),12385,300,647,550
16/Mar/2017,SATANA(MS),14315,300,660,550
20/Mar/2017,SATANA(MS),15000,300,664,575
21/Mar/2017,SATANA(MS),14070,300,715,580
23/Mar/2017,SATANA(MS),14075,300,661,550
24/Mar/2017,SATANA(MS),14685,300,700,575
07/Apr/2017,SATANA(MS),13135,300,656,550
10/Apr/2017,SATANA(MS),12020,350,660,550
11/Apr/2017,SATANA(MS),13365,300,630,550
12/Apr/2017,SATANA(MS),13095,350,615,535
13/Apr/2017,SATANA(MS),14645,300,657,550
18/Apr/2017,SATANA(MS),14330,300,618,530
20/Apr/2017,SATANA(MS),12845,250,590,480
21/Apr/2017,SATANA(MS),9670,250,630,500
24/Apr/2017,SATANA(MS),11660,250,640,525
25/Apr/2017,SATANA(MS),10015,250,621,500
