Date,Market,Arrival(q),Price Minimum (Rs/q),Price Maximum (Rs/q),Modal Price (Rs/q)
01/Feb/2017,HYDERABAD,9270,200,900,550
02/Feb/2017,HYDERABAD,7375,100,900,500
03/Feb/2017,HYDERABAD,8364,150,900,525
04/Feb/2017,HYDERABAD,9883,150,900,525
06/Feb/2017,HYDERABAD,8413,150,900,525
07/Feb/2017,HYDERABAD,7235,200,950,575
08/Feb/2017,HYDERABAD,7146,200,900,550
09/Feb/2017,HYDERABAD,3784,500,900,700
10/Feb/2017,HYDERABAD,5103,200,900,550
11/Feb/2017,HYDERABAD,8501,200,900,550
13/Feb/2017,HYDERABAD,7098,200,1000,600
14/Feb/2017,HYDERABAD,6481,200,1000,600
15/Feb/2017,HYDERABAD,7536,200,1000,600
16/Feb/2017,HYDERABAD,7674,200,1000,600
17/Feb/2017,HYDERABAD,4835,200,1000,600
18/Feb/2017,HYDERABAD,8992,300,1000,650
21/Feb/2017,HYDERABAD,9007,300,950,625
22/Feb/2017,HYDERABAD,7756,200,1000,600
23/Feb/2017,HYDERABAD,9799,200,950,575
28/Feb/2017,HYDERABAD,7906,600,1000,750
02/Mar/2017,HYDERABAD,8041,200,1000,600
03/Mar/2017,HYDERABAD,7267,600,1000,700
04/Mar/2017,HYDERABAD,11082,200,950,575
06/Mar/2017,HYDERABAD,9918,200,950,575
07/Mar/2017,HYDERABAD,8283,300,900,600
08/Mar/2017,HYDERABAD,11990,300,900,600
09/Mar/2017,HYDERABAD,13139,300,900,600
10/Mar/2017,HYDERABAD,5403,300,850,575
11/Mar/2017,HYDERABAD,9047,200,850,525
14/Mar/2017,HYDERABAD,8395,200,900,550
15/Mar/2017,HYDERABAD,6090,200,900,550
16/Mar/2017,HYDERABAD,8688,200,900,550
17/Mar/2017,HYDERABAD,10570,200,900,550
18/Mar/2017,HYDERABAD,11740,200,800,500
20/Mar/2017,HYDERABAD,3219,200,900,550
21/Mar/2017,HYDERABAD,5271,200,500,400
22/Mar/2017,HYDERABAD,6552,200,800,500
23/Mar/2017,HYDERABAD,5584,200,800,500
24/Mar/2017,HYDERABAD,7623,200,800,500
25/Mar/2017,HYDERABAD,8788,200,900,550
27/Mar/2017,HYDERABAD,9152,200,800,500
30/Mar/2017,HYDERABAD,8949,200,800,500
01/Apr/2017,HYDERABAD,9604,200,800,500
15/Apr/2017,HYDERABAD,8857,200,800,500
19/Apr/2017,HYDERABAD,7461,200,750,475
20/Apr/2017,HYDERABAD,4942,200,750,425
21/Apr/2017,HYDERABAD,6475,300,800,550
28/Apr/2017,HYDERABAD,10171,200,700,450
02/Jan/2017,INDORE(MP),5800,170,950,700
03/Jan/2017,INDORE(MP),7290,250,1000,750
04/Jan/2017,INDORE(MP),7275,250,1000,750
05/Jan/2017,INDORE(MP),8640,250,1000,800
06/Jan/2017,INDORE(MP),7700,250,1000,800
07/Jan/2017,INDORE(MP),10992,200,1000,700
09/Jan/2017,INDORE(MP),16425,250,950,750
10/Jan/2017,INDORE(MP),8650,250,875,625
11/Jan/2017,INDORE(MP),10400,200,875,625
12/Jan/2017,INDORE(MP),10202,250,875,625
13/Jan/2017,INDORE(MP),11995,250,875,625
16/Jan/2017,INDORE(MP),4250,200,875,625
17/Jan/2017,INDORE(MP),5937,200,875,625
18/Jan/2017,INDORE(MP),6150,250,875,625
19/Jan/2017,INDORE(MP),5525,200,875,625
20/Jan/2017,INDORE(MP),6079,200,875,625
21/Jan/2017,INDORE(MP),6005,200,875,625
23/Jan/2017,INDORE(MP),5550,200,875,625
24/Jan/2017,INDORE(MP),6310,200,875,625
25/Jan/2017,INDORE(MP),6615,200,875,625
27/Jan/2017,INDORE(MP),9875,200,875,625
28/Jan/2017,INDORE(MP),7957,200,875,625
30/Jan/2017,INDORE(MP),6250,200,875,650
31/Jan/2017,INDORE(MP),4875,150,750,500
01/Feb/2017,INDORE(MP),6720,200,875,625
02/Feb/2017,INDORE(MP),9675,200,875,625
03/Feb/2017,INDORE(MP),7605,150,750,500
04/Feb/2017,INDORE(MP),11700,150,750,500
06/Feb/2017,INDORE(MP),9250,150,750,500
07/Feb/2017,INDORE(MP),7985,150,750,500
09/Feb/2017,INDORE(MP),8690,150,750,500
10/Feb/2017,INDORE(MP),7600,150,700,500
11/Feb/2017,INDORE(MP),7425,100,700,500
13/Feb/2017,INDORE(MP),9558,150,700,500
14/Feb/2017,INDORE(MP),7590,100,700,500
15/Feb/2017,INDORE(MP),2611,150,750,550
16/Feb/2017,INDORE(MP),4570,100,750,500
17/Feb/2017,INDORE(MP),3045,150,750,500
18/Feb/2017,INDORE(MP),4827,150,750,500
20/Feb/2017,INDORE(MP),5650,150,750,500
21/Feb/2017,INDORE(MP),4070,150,750,500
22/Feb/2017,INDORE(MP),6387,150,750,500
23/Feb/2017,INDORE(MP),7147,150,750,500
25/Feb/2017,INDORE(MP),8060,150,750,500
27/Feb/2017,INDORE(MP),6737,100,750,500
28/Feb/2017,INDORE(MP),4160,150,750,500
01/Mar/2017,INDORE(MP),4325,150,750,500
02/Mar/2017,INDORE(MP),3475,150,875,625
03/Mar/2017,INDORE(MP),4800,250,950,750
04/Mar/2017,INDORE(MP),5200,150,950,625
06/Mar/2017,INDORE(MP),4480,250,875,625
08/Mar/2017,INDORE(MP),5725,250,800,625
09/Mar/2017,INDORE(MP),5450,250,800,625
11/Mar/2017,INDORE(MP),4600,200,800,625
14/Mar/2017,INDORE(MP),1575,200,875,625
15/Mar/2017,INDORE(MP),1535,200,800,625
16/Mar/2017,INDORE(MP),2191,200,750,550
20/Mar/2017,INDORE(MP),3450,200,800,550
21/Mar/2017,INDORE(MP),4266,200,800,625
22/Mar/2017,INDORE(MP),3400,200,800,625
23/Mar/2017,INDORE(MP),3315,200,750,550
24/Mar/2017,INDORE(MP),4625,200,800,550
27/Mar/2017,INDORE(MP),4650,200,750,550
28/Mar/2017,INDORE(MP),2950,150,725,500
01/Apr/2017,INDORE(MP),2380,200,700,500
04/Apr/2017,INDORE(MP),4400,150,750,500
06/Apr/2017,INDORE(MP),4925,150,750,500
07/Apr/2017,INDORE(MP),5400,150,750,500
08/Apr/2017,INDORE(MP),6630,150,750,500
13/Apr/2017,INDORE(MP),10970,150,700,500
14/Apr/2017,INDORE(MP),10700,125,700,500
17/Apr/2017,INDORE(MP),14175,100,650,500
19/Apr/2017,INDORE(MP),10250,100,650,450
21/Apr/2017,INDORE(MP),10250,100,600,375
22/Apr/2017,INDORE(MP),9047,100,600,450
24/Apr/2017,INDORE(MP),8487,100,600,375
25/Apr/2017,INDORE(MP),8600,100,600,375
26/Apr/2017,INDORE(MP),8925,100,625,450
27/Apr/2017,INDORE(MP),7875,100,625,450
13/Jan/2017,JABALPUR (MP),170,390,500,440
24/Apr/2017,JABALPUR (MP),140,300,500,405
28/Apr/2017,JABALPUR (MP),220,300,600,400
02/Jan/2017,JAIPUR,2440,700,900,800
04/Jan/2017,JAIPUR,6375,400,850,625
06/Jan/2017,JAIPUR,8045,400,900,650
09/Jan/2017,JAIPUR,3197,600,1000,800
10/Jan/2017,JAIPUR,8737,600,900,750
12/Jan/2017,JAIPUR,8464,600,900,750
13/Jan/2017,JAIPUR,8719,600,900,750
17/Jan/2017,JAIPUR,2653,300,600,450
18/Jan/2017,JAIPUR,4649,500,900,700
19/Jan/2017,JAIPUR,6903,600,900,775
20/Jan/2017,JAIPUR,6774,600,900,750
23/Jan/2017,JAIPUR,4690,600,900,750
24/Jan/2017,JAIPUR,5945,600,900,750
25/Jan/2017,JAIPUR,6173,600,900,750
27/Jan/2017,JAIPUR,4146,600,900,750
31/Jan/2017,JAIPUR,7202,300,900,600
01/Feb/2017,JAIPUR,5541,300,900,600
02/Feb/2017,JAIPUR,3623,300,900,600
03/Feb/2017,JAIPUR,4405,600,800,700
06/Feb/2017,JAIPUR,3957,600,800,700
08/Feb/2017,JAIPUR,5404,600,800,700
09/Feb/2017,JAIPUR,5404,600,800,700
10/Feb/2017,JAIPUR,3391,600,800,700
13/Feb/2017,JAIPUR,3963,400,700,550
14/Feb/2017,JAIPUR,6816,500,800,650
15/Feb/2017,JAIPUR,5119,500,800,650
16/Feb/2017,JAIPUR,6896,600,800,700
17/Feb/2017,JAIPUR,7604,400,800,600
20/Feb/2017,JAIPUR,4558,600,850,725
21/Feb/2017,JAIPUR,5960,600,850,725
22/Feb/2017,JAIPUR,3672,600,800,700
23/Feb/2017,JAIPUR,4426,600,800,700
28/Feb/2017,JAIPUR,6985,600,800,700
01/Mar/2017,JAIPUR,5579,500,800,650
02/Mar/2017,JAIPUR,8216,600,850,725
03/Mar/2017,JAIPUR,5651,500,800,650
06/Mar/2017,JAIPUR,2659,500,800,650
07/Mar/2017,JAIPUR,6351,500,800,650
08/Mar/2017,JAIPUR,6299,500,800,650
09/Mar/2017,JAIPUR,6389,400,800,600
10/Mar/2017,JAIPUR,5426,400,800,600
14/Mar/2017,JAIPUR,1121,400,900,650
15/Mar/2017,JAIPUR,2754,450,900,675
16/Mar/2017,JAIPUR,2610,600,900,750
17/Mar/2017,JAIPUR,3116,600,900,750
20/Mar/2017,JAIPUR,3533,600,900,750
21/Mar/2017,JAIPUR,10444,600,800,700
22/Mar/2017,JAIPUR,7640,600,900,750
23/Mar/2017,JAIPUR,4433,600,900,750
24/Mar/2017,JAIPUR,4200,400,700,550
27/Mar/2017,JAIPUR,4517,600,900,750
05/Apr/2017,JAIPUR,3138,500,800,650
06/Apr/2017,JAIPUR,3587,500,800,650
07/Apr/2017,JAIPUR,7131,500,800,650
10/Apr/2017,JAIPUR,2515,500,900,700
13/Apr/2017,JAIPUR,2539,550,950,750
17/Apr/2017,JAIPUR,2149,700,900,800
18/Apr/2017,JAIPUR,8201,700,900,800
20/Apr/2017,JAIPUR,5578,500,900,700
21/Apr/2017,JAIPUR,5199,500,900,700
25/Apr/2017,JAIPUR,7132,500,900,700
26/Apr/2017,JAIPUR,3159,500,900,700
27/Apr/2017,JAIPUR,4596,500,1000,750
02/Jan/2017,JALANDHAR(PB),1070,500,900,700
03/Jan/2017,JALANDHAR(PB),2170,400,900,600
04/Jan/2017,JALANDHAR(PB),742,600,1000,800
06/Jan/2017,JALANDHAR(PB),632,500,1000,700
09/Jan/2017,JALANDHAR(PB),2622,600,1000,800
10/Jan/2017,JALANDHAR(PB),605,600,1100,800
11/Jan/2017,JALANDHAR(PB),996,600,1000,800
12/Jan/2017,JALANDHAR(PB),1062,400,900,600
13/Jan/2017,JALANDHAR(PB),1784,600,1000,800
16/Jan/2017,JALANDHAR(PB),970,500,1000,700
17/Jan/2017,JALANDHAR(PB),592,200,600,300
18/Jan/2017,JALANDHAR(PB),452,500,1000,800
19/Jan/2017,JALANDHAR(PB),310,500,900,700
20/Jan/2017,JALANDHAR(PB),91,500,1000,800
23/Jan/2017,JALANDHAR(PB),1590,400,1000,800
24/Jan/2017,JALANDHAR(PB),1183,600,1000,800
25/Jan/2017,JALANDHAR(PB),962,500,1000,700
27/Jan/2017,JALANDHAR(PB),380,500,1000,800
30/Jan/2017,JALANDHAR(PB),1216,600,1000,700
31/Jan/2017,JALANDHAR(PB),488,500,900,700
02/Feb/2017,JALANDHAR(PB),942,600,900,700
07/Feb/2017,JALANDHAR(PB),1134,500,800,700
08/Feb/2017,JALANDHAR(PB),1048,500,900,700
09/Feb/2017,JALANDHAR(PB),1104,500,900,600
13/Feb/2017,JALANDHAR(PB),1422,500,700,600
14/Feb/2017,JALANDHAR(PB),1110,500,900,700
15/Feb/2017,JALANDHAR(PB),1032,600,900,800
16/Feb/2017,JALANDHAR(PB),1828,500,900,700
20/Feb/2017,JALANDHAR(PB),562,500,800,650
21/Feb/2017,JALANDHAR(PB),312,500,700,600
22/Feb/2017,JALANDHAR(PB),480,500,800,700
27/Feb/2017,JALANDHAR(PB),488,500,800,700
28/Feb/2017,JALANDHAR(PB),422,500,700,600
01/Mar/2017,JALANDHAR(PB),2240,500,700,600
02/Mar/2017,JALANDHAR(PB),215,500,600,550
03/Mar/2017,JALANDHAR(PB),812,400,700,500
06/Mar/2017,JALANDHAR(PB),2040,400,700,500
07/Mar/2017,JALANDHAR(PB),1108,400,700,500
08/Mar/2017,JALANDHAR(PB),1360,500,700,600
09/Mar/2017,JALANDHAR(PB),2412,500,700,600
14/Mar/2017,JALANDHAR(PB),312,500,800,600
15/Mar/2017,JALANDHAR(PB),2814,500,700,600
16/Mar/2017,JALANDHAR(PB),162,500,700,600
17/Mar/2017,JALANDHAR(PB),565,500,700,600
20/Mar/2017,JALANDHAR(PB),208,400,800,600
21/Mar/2017,JALANDHAR(PB),1032,500,700,600
22/Mar/2017,JALANDHAR(PB),722,400,800,600
24/Mar/2017,JALANDHAR(PB),440,400,700,500
27/Mar/2017,JALANDHAR(PB),1040,400,700,500
28/Mar/2017,JALANDHAR(PB),812,400,600,500
29/Mar/2017,JALANDHAR(PB),1413,400,600,500
30/Mar/2017,JALANDHAR(PB),1112,400,600,500
31/Mar/2017,JALANDHAR(PB),312,400,700,500
05/Apr/2017,JALANDHAR(PB),428,500,800,700
06/Apr/2017,JALANDHAR(PB),906,500,800,700
10/Apr/2017,JALANDHAR(PB),3784,400,800,600
11/Apr/2017,JALANDHAR(PB),1852,500,800,700
12/Apr/2017,JALANDHAR(PB),1324,500,900,700
17/Apr/2017,JALANDHAR(PB),1687,500,900,700
18/Apr/2017,JALANDHAR(PB),2358,400,700,500
19/Apr/2017,JALANDHAR(PB),1508,500,800,700
20/Apr/2017,JALANDHAR(PB),1146,600,800,700
21/Apr/2017,JALANDHAR(PB),1226,500,700,600
24/Apr/2017,JALANDHAR(PB),2644,500,800,700
25/Apr/2017,JALANDHAR(PB),818,400,800,600
26/Apr/2017,JALANDHAR(PB),1062,500,900,700
27/Apr/2017,JALANDHAR(PB),947,400,800,500
28/Apr/2017,JALANDHAR(PB),456,300,800,500
03/Jan/2017,JALGAON(MS),1100,300,750,550
04/Jan/2017,JALGAON(MS),1025,350,800,550
06/Jan/2017,JALGAON(MS),950,300,800,500
07/Jan/2017,JALGAON(MS),950,350,750,550
09/Jan/2017,JALGAON(MS),1050,300,750,500
11/Jan/2017,JALGAON(MS),725,300,650,450
12/Jan/2017,JALGAON(MS),950,300,800,550
13/Jan/2017,JALGAON(MS),1025,350,750,500
16/Jan/2017,JALGAON(MS),1000,300,750,550
18/Jan/2017,JALGAON(MS),1025,300,750,500
19/Jan/2017,JALGAON(MS),950,250,750,500
20/Jan/2017,JALGAON(MS),1050,300,750,550
21/Jan/2017,JALGAON(MS),950,300,700,500
23/Jan/2017,JALGAON(MS),950,350,700,550
24/Jan/2017,JALGAON(MS),900,300,625,500
25/Jan/2017,JALGAON(MS),800,300,500,400
27/Jan/2017,JALGAON(MS),900,275,650,450
28/Jan/2017,JALGAON(MS),1000,300,700,500
30/Jan/2017,JALGAON(MS),1300,300,700,500
31/Jan/2017,JALGAON(MS),1100,300,700,500
01/Feb/2017,JALGAON(MS),900,300,700,500
02/Feb/2017,JALGAON(MS),950,250,700,450
03/Feb/2017,JALGAON(MS),1000,300,750,500
04/Feb/2017,JALGAON(MS),950,250,650,400
06/Feb/2017,JALGAON(MS),850,250,700,500
07/Feb/2017,JALGAON(MS),900,250,750,500
08/Feb/2017,JALGAON(MS),900,250,700,500
09/Feb/2017,JALGAON(MS),850,250,700,400
10/Feb/2017,JALGAON(MS),950,300,700,500
11/Feb/2017,JALGAON(MS),800,250,700,500
13/Feb/2017,JALGAON(MS),800,300,700,500
14/Feb/2017,JALGAON(MS),600,300,700,500
15/Feb/2017,JALGAON(MS),750,250,700,400
17/Feb/2017,JALGAON(MS),500,300,700,500
18/Feb/2017,JALGAON(MS),400,300,700,550
20/Feb/2017,JALGAON(MS),650,350,700,500
21/Feb/2017,JALGAON(MS),600,300,700,500
22/Feb/2017,JALGAON(MS),550,300,700,500
23/Feb/2017,JALGAON(MS),500,300,700,500
25/Feb/2017,JALGAON(MS),625,300,700,500
27/Feb/2017,JALGAON(MS),600,300,700,500
01/Mar/2017,JALGAON(MS),300,300,725,550
02/Mar/2017,JALGAON(MS),525,300,700,500
03/Mar/2017,JALGAON(MS),550,300,700,500
04/Mar/2017,JALGAON(MS),350,250,700,450
06/Mar/2017,JALGAON(MS),400,300,700,500
07/Mar/2017,JALGAON(MS),625,100,700,500
08/Mar/2017,JALGAON(MS),350,300,700,500
09/Mar/2017,JALGAON(MS),325,300,700,500
10/Mar/2017,JALGAON(MS),300,300,750,500
14/Mar/2017,JALGAON(MS),325,300,700,500
16/Mar/2017,JALGAON(MS),325,300,700,500
17/Mar/2017,JALGAON(MS),325,300,700,500
18/Mar/2017,JALGAON(MS),350,300,700,500
20/Mar/2017,JALGAON(MS),250,300,700,500
21/Mar/2017,JALGAON(MS),300,300,700,500
22/Mar/2017,JALGAON(MS),300,300,750,550
23/Mar/2017,JALGAON(MS),225,300,700,500
24/Mar/2017,JALGAON(MS),325,300,750,550
25/Mar/2017,JALGAON(MS),325,300,750,550
27/Mar/2017,JALGAON(MS),300,300,700,500
29/Mar/2017,JALGAON(MS),250,300,750,500
30/Mar/2017,JALGAON(MS),250,350,750,500
31/Mar/2017,JALGAON(MS),325,300,750,500
01/Apr/2017,JALGAON(MS),350,300,750,550
05/Apr/2017,JALGAON(MS),225,300,700,500
06/Apr/2017,JALGAON(MS),125,250,700,500
07/Apr/2017,JALGAON(MS),140,300,750,500
11/Apr/2017,JALGAON(MS),150,300,700,500
12/Apr/2017,JALGAON(MS),125,300,700,500
13/Apr/2017,JALGAON(MS),300,400,800,600
15/Apr/2017,JALGAON(MS),525,400,700,600
17/Apr/2017,JALGAON(MS),500,350,700,550
18/Apr/2017,JALGAON(MS),210,300,800,650
19/Apr/2017,JALGAON(MS),400,300,700,500
20/Apr/2017,JALGAON(MS),350,315,675,500
21/Apr/2017,JALGAON(MS),400,300,700,500
22/Apr/2017,JALGAON(MS),300,300,700,550
24/Apr/2017,JALGAON(MS),415,400,600,500
25/Apr/2017,JALGAON(MS),350,400,700,600
26/Apr/2017,JALGAON(MS),350,200,650,525
27/Apr/2017,JALGAON(MS),375,300,600,500
29/Apr/2017,JALGAON(MS),375,300,600,450
03/Jan/2017,JAMMU,1320,1000,1300,1150
07/Jan/2017,JAMMU,990,1000,1300,1150
09/Jan/2017,JAMMU,1080,1000,1300,1150
10/Jan/2017,JAMMU,1170,1000,1300,1150
12/Jan/2017,JAMMU,1350,1000,1300,1150
16/Jan/2017,JAMMU,1350,1000,1300,1150
18/Jan/2017,JAMMU,1530,1000,1200,1100
19/Jan/2017,JAMMU,1530,1000,1200,1100
20/Jan/2017,JAMMU,1440,1000,1300,1150
23/Jan/2017,JAMMU,1350,1000,1200,1100
27/Jan/2017,JAMMU,1350,1000,1150,1075
28/Jan/2017,JAMMU,1440,1000,1150,1075
01/Feb/2017,JAMMU,1530,1000,1200,1100
02/Feb/2017,JAMMU,1530,1000,1200,1100
03/Feb/2017,JAMMU,1440,1000,1200,1100
06/Feb/2017,JAMMU,1440,1000,1300,1150
07/Feb/2017,JAMMU,1350,1000,1400,1200
08/Feb/2017,JAMMU,1440,1000,1400,1200
09/Feb/2017,JAMMU,1440,1000,1400,1200
16/Feb/2017,JAMMU,1080,1100,1400,1250
20/Feb/2017,JAMMU,1080,1000,1300,1150
23/Feb/2017,JAMMU,1080,900,1200,1050
25/Feb/2017,JAMMU,1080,900,1000,950
28/Feb/2017,JAMMU,1350,900,1000,950
01/Mar/2017,JAMMU,1350,900,1000,950
02/Mar/2017,JAMMU,1350,900,1000,950
03/Mar/2017,JAMMU,1350,900,1000,950
04/Mar/2017,JAMMU,1350,900,1100,1000
06/Mar/2017,JAMMU,1350,900,1100,1000
07/Mar/2017,JAMMU,1350,900,1100,1000
08/Mar/2017,JAMMU,1350,900,1100,1000
09/Mar/2017,JAMMU,1350,900,1100,1000
10/Mar/2017,JAMMU,1350,900,1100,1000
11/Mar/2017,JAMMU,1350,900,1100,1000
13/Mar/2017,JAMMU,1350,900,1100,1000
14/Mar/2017,JAMMU,1350,900,1100,1000
20/Mar/2017,JAMMU,1350,900,1100,1000
27/Mar/2017,JAMMU,1530,900,1100,1000
01/Apr/2017,JAMMU,1530,1000,1250,1125
06/Apr/2017,JAMMU,1530,1000,1250,1125
07/Apr/2017,JAMMU,1530,1000,1250,1125
08/Apr/2017,JAMMU,1530,1000,1250,1125
10/Apr/2017,JAMMU,1530,1000,1250,1125
11/Apr/2017,JAMMU,1530,1000,1250,1125
12/Apr/2017,JAMMU,1530,1000,1250,1125
17/Apr/2017,JAMMU,1580,1000,1250,1125
18/Apr/2017,JAMMU,1580,1000,1250,1125
19/Apr/2017,JAMMU,1600,1000,1250,1125
21/Apr/2017,JAMMU,1600,1000,1250,1125
26/Apr/2017,JAMMU,1600,1000,1250,1125
29/Apr/2017,JAMMU,1500,900,1200,1050
02/Jan/2017,JAMNAGAR(GUJ),1013,200,1000,600
05/Jan/2017,JAMNAGAR(GUJ),883,200,550,375
07/Jan/2017,JAMNAGAR(GUJ),188,100,700,400
09/Jan/2017,JAMNAGAR(GUJ),632,100,800,450
10/Jan/2017,JAMNAGAR(GUJ),919,150,500,325
11/Jan/2017,JAMNAGAR(GUJ),25,100,500,300
19/Jan/2017,JAMNAGAR(GUJ),618,200,800,500
23/Jan/2017,JAMNAGAR(GUJ),1448,150,650,400
30/Jan/2017,JAMNAGAR(GUJ),734,150,450,300
31/Jan/2017,JAMNAGAR(GUJ),524,150,400,275
23/Feb/2017,JAMNAGAR(GUJ),302,150,525,338
27/Feb/2017,JAMNAGAR(GUJ),258,100,500,300
02/Mar/2017,JAMNAGAR(GUJ),213,100,625,363
16/Mar/2017,JAMNAGAR(GUJ),115,200,575,375
06/Apr/2017,JAMNAGAR(GUJ),137,100,725,413
15/Apr/2017,JAMNAGAR(GUJ),80,150,375,263
18/Apr/2017,JAMNAGAR(GUJ),76,125,700,413
19/Apr/2017,JAMNAGAR(GUJ),134,125,525,325
21/Apr/2017,JAMNAGAR(GUJ),140,150,550,350
05/Jan/2017,JATNI(OR),120,1250,1450,1350
06/Jan/2017,JATNI(OR),120,1250,1450,1350
09/Jan/2017,JATNI(OR),120,1250,1450,1350
11/Jan/2017,JATNI(OR),120,1250,1450,1350
16/Jan/2017,JATNI(OR),100,1150,1350,1250
18/Jan/2017,JATNI(OR),120,1150,1350,1250
19/Jan/2017,JATNI(OR),120,1150,1350,1250
25/Jan/2017,JATNI(OR),100,1150,1350,1250
28/Jan/2017,JATNI(OR),100,1150,1350,1250
30/Jan/2017,JATNI(OR),120,1150,1350,1250
31/Jan/2017,JATNI(OR),120,1150,1350,1250
04/Feb/2017,JATNI(OR),120,1150,1350,1250
06/Feb/2017,JATNI(OR),100,1150,1350,1250
07/Feb/2017,JATNI(OR),100,1150,1350,1250
08/Feb/2017,JATNI(OR),100,1150,1350,1250
09/Feb/2017,JATNI(OR),100,1150,1350,1250
10/Feb/2017,JATNI(OR),100,1150,1350,1250
13/Feb/2017,JATNI(OR),120,1150,1350,1250
14/Feb/2017,JATNI(OR),100,1150,1350,1250
15/Feb/2017,JATNI(OR),120,1150,1350,1250
16/Feb/2017,JATNI(OR),120,1050,1250,1150
17/Feb/2017,JATNI(OR),120,1050,1250,1150
18/Feb/2017,JATNI(OR),100,1050,1250,1150
20/Feb/2017,JATNI(OR),120,1050,1250,1150
21/Feb/2017,JATNI(OR),120,1050,1250,1150
22/Feb/2017,JATNI(OR),120,1050,1250,1150
23/Feb/2017,JATNI(OR),120,1050,1250,1150
28/Feb/2017,JATNI(OR),120,1050,1250,1150
01/Mar/2017,JATNI(OR),120,1050,1150,1100
02/Mar/2017,JATNI(OR),120,1000,1100,1050
04/Mar/2017,JATNI(OR),120,800,900,850
06/Mar/2017,JATNI(OR),120,850,950,900
15/Mar/2017,JATNI(OR),150,850,950,900
21/Mar/2017,JATNI(OR),120,900,1000,950
22/Mar/2017,JATNI(OR),110,850,950,900
24/Mar/2017,JATNI(OR),120,850,950,900
27/Mar/2017,JATNI(OR),120,850,950,900
29/Mar/2017,JATNI(OR),120,850,950,900
31/Mar/2017,JATNI(OR),120,950,1050,1000
05/Apr/2017,JATNI(OR),120,950,1050,1000
07/Apr/2017,JATNI(OR),120,1000,1100,1050
09/Apr/2017,JATNI(OR),120,1000,1100,1050
10/Apr/2017,JATNI(OR),120,1000,1100,1050
11/Apr/2017,JATNI(OR),120,1000,1100,1050
13/Apr/2017,JATNI(OR),120,1050,1150,1100
17/Apr/2017,JATNI(OR),120,1100,1200,1150
19/Apr/2017,JATNI(OR),120,1050,1150,1100
22/Apr/2017,JATNI(OR),120,1100,1200,1150
02/Jan/2017,JODHPUR(RAJ),900,200,700,450
03/Jan/2017,JODHPUR(RAJ),630,200,700,450
04/Jan/2017,JODHPUR(RAJ),480,200,600,400
09/Jan/2017,JODHPUR(RAJ),2020,400,800,600
10/Jan/2017,JODHPUR(RAJ),750,400,800,600
11/Jan/2017,JODHPUR(RAJ),1020,200,800,500
12/Jan/2017,JODHPUR(RAJ),930,200,800,500
13/Jan/2017,JODHPUR(RAJ),2105,300,600,450
16/Jan/2017,JODHPUR(RAJ),1230,200,800,500
17/Jan/2017,JODHPUR(RAJ),1290,400,500,450
18/Jan/2017,JODHPUR(RAJ),10690,200,800,500
19/Jan/2017,JODHPUR(RAJ),615,300,700,500
20/Jan/2017,JODHPUR(RAJ),2320,300,800,600
21/Jan/2017,JODHPUR(RAJ),805,300,700,500
23/Jan/2017,JODHPUR(RAJ),2525,300,700,500
25/Jan/2017,JODHPUR(RAJ),1305,300,700,500
27/Jan/2017,JODHPUR(RAJ),1145,300,700,500
30/Jan/2017,JODHPUR(RAJ),690,300,600,450
31/Jan/2017,JODHPUR(RAJ),545,500,700,600
01/Feb/2017,JODHPUR(RAJ),2105,300,600,450
02/Feb/2017,JODHPUR(RAJ),685,300,700,500
03/Feb/2017,JODHPUR(RAJ),1205,300,700,500
06/Feb/2017,JODHPUR(RAJ),3700,300,700,500
08/Feb/2017,JODHPUR(RAJ),735,300,500,400
09/Feb/2017,JODHPUR(RAJ),880,300,600,450
10/Feb/2017,JODHPUR(RAJ),1885,300,600,450
13/Feb/2017,JODHPUR(RAJ),1680,300,600,450
14/Feb/2017,JODHPUR(RAJ),1200,300,600,450
15/Feb/2017,JODHPUR(RAJ),2843,300,600,450
16/Feb/2017,JODHPUR(RAJ),1075,300,700,500
17/Feb/2017,JODHPUR(RAJ),1790,300,700,500
20/Feb/2017,JODHPUR(RAJ),4490,300,600,450
21/Feb/2017,JODHPUR(RAJ),1125,300,700,500
22/Feb/2017,JODHPUR(RAJ),455,300,700,500
25/Feb/2017,JODHPUR(RAJ),1285,300,700,500
27/Feb/2017,JODHPUR(RAJ),3750,300,700,500
28/Feb/2017,JODHPUR(RAJ),2576,300,600,450
01/Mar/2017,JODHPUR(RAJ),2105,300,600,450
02/Mar/2017,JODHPUR(RAJ),390,300,700,500
03/Mar/2017,JODHPUR(RAJ),835,300,700,500
04/Mar/2017,JODHPUR(RAJ),1880,300,700,500
06/Mar/2017,JODHPUR(RAJ),2225,300,600,450
07/Mar/2017,JODHPUR(RAJ),2290,300,600,450
08/Mar/2017,JODHPUR(RAJ),1995,300,700,500
09/Mar/2017,JODHPUR(RAJ),3195,300,600,450
10/Mar/2017,JODHPUR(RAJ),3010,300,600,450
11/Mar/2017,JODHPUR(RAJ),1290,300,600,450
16/Mar/2017,JODHPUR(RAJ),1150,300,700,500
17/Mar/2017,JODHPUR(RAJ),2070,300,700,500
21/Mar/2017,JODHPUR(RAJ),3050,300,600,450
22/Mar/2017,JODHPUR(RAJ),2780,300,600,450
23/Mar/2017,JODHPUR(RAJ),2930,300,600,400
24/Mar/2017,JODHPUR(RAJ),2760,300,600,450
